name,mass (g),fall,year,reclat,reclong,GeoLocation
Kuttippuram,45000.0,Fell,1914.0,10.83333,76.03333,"(10.83333, 76.03333)"
Kuznetzovo,4047.0,Fell,1932.0,55.2,75.33333,"(55.2, 75.33333)"
Kyushu,45000.0,Fell,1886.0,32.03333,130.63333,"(32.03333, 130.63333)"
La Bécasse,2800.0,Fell,1879.0,47.08333,1.75,"(47.08333, 1.75)"
La Charca,399.0,Fell,1878.0,20.66667,-101.28333,"(20.66667, -101.28333)"
La Colina,2000.0,Fell,1924.0,-37.33333,-61.53333,"(-37.33333, -61.53333)"
Laborel,3833.0,Fell,1871.0,44.28333,5.58333,"(44.28333, 5.58333)"
Lahrauli,900.0,Fell,1955.0,26.78333,82.71667,"(26.78333, 82.71667)"
L'Aigle,37000.0,Fell,1803.0,48.76667,0.63333,"(48.76667, 0.63333)"
Lakangaon,212.5,Fell,1910.0,21.86667,76.03333,"(21.86667, 76.03333)"
Lalitpur,372.0,Fell,1887.0,24.45,78.56667,"(24.45, 78.56667)"
Lancé,51700.0,Fell,1872.0,47.7,1.06667,"(47.7, 1.06667)"
Lancon,7000.0,Fell,1897.0,43.75,5.11667,"(43.75, 5.11667)"
Långhalsen,2300.0,Fell,1947.0,58.85,16.73333,"(58.85, 16.73333)"
Lanzenkirchen,7000.0,Fell,1925.0,47.75,16.23333,"(47.75, 16.23333)"
Launton,1060.0,Fell,1830.0,51.9,-1.11667,"(51.9, -1.11667)"
Lavrentievka,800.0,Fell,1938.0,52.45,51.56667,"(52.45, 51.56667)"
Le Pressoir,3000.0,Fell,1845.0,47.16667,0.43333,"(47.16667, 0.43333)"
Le Teilleul,780.0,Fell,1845.0,48.53333,-0.86667,"(48.53333, -0.86667)"
Leedey,51500.0,Fell,1943.0,35.88333,-99.33333,"(35.88333, -99.33333)"
Leeuwfontein,460.0,Fell,1912.0,-25.66667,28.36667,"(-25.66667, 28.36667)"
Leighton,877.0,Fell,1907.0,34.58333,-87.5,"(34.58333, -87.5)"
Leonovka,700.0,Fell,1900.0,52.26667,32.85,"(52.26667, 32.85)"
Les Ormes,125.0,Fell,1857.0,48.35,3.25,"(48.35, 3.25)"
Lesves,2000.0,Fell,1896.0,50.36667,4.73333,"(50.36667, 4.73333)"
Lillaverke,6862.0,Fell,1930.0,56.65,15.86667,"(56.65, 15.86667)"
Limerick,50000.0,Fell,1813.0,52.56667,-8.78333,"(52.56667, -8.78333)"
Linum,1862.0,Fell,1854.0,52.75,12.9,"(52.75, 12.9)"
Lissa,12800.0,Fell,1808.0,50.2,14.85,"(50.2, 14.85)"
Little Piney,491.0,Fell,1839.0,37.91667,-92.08333,"(37.91667, -92.08333)"
Lixna,5213.0,Fell,1820.0,56.0,26.43333,"(56.0, 26.43333)"
Lodran,1000.0,Fell,1868.0,29.53333,71.8,"(29.53333, 71.8)"
Los Martinez,25.0,Fell,1894.0,38.0,-0.83333,"(38.0, -0.83333)"
Łowicz,59000.0,Fell,1935.0,52.0,19.91667,"(52.0, 19.91667)"
Lua,9241.0,Fell,1926.0,24.95,75.15,"(24.95, 75.15)"
Lucé,3500.0,Fell,1768.0,47.85,0.48333,"(47.85, 0.48333)"
Lumpkin,340.0,Fell,1869.0,32.03333,-84.76667,"(32.03333, -84.76667)"
Lundsgård,11000.0,Fell,1889.0,56.21667,13.03333,"(56.21667, 13.03333)"
Luotolax,885.0,Fell,1813.0,61.2,27.7,"(61.2, 27.7)"
Mabwe-Khoywa,540.0,Fell,1937.0,19.0,97.0,"(19.0, 97.0)"
Macau,1500.0,Fell,1836.0,-5.2,-36.66667,"(-5.2, -36.66667)"
Macibini,1995.0,Fell,1936.0,-28.83333,31.95,"(-28.83333, 31.95)"
Madhipura,1000.0,Fell,1950.0,25.91667,86.36667,"(25.91667, 86.36667)"
Madiun,400.0,Fell,1935.0,-7.75,111.53333,"(-7.75, 111.53333)"
Madrid,400.0,Fell,1896.0,40.41667,-3.71667,"(40.41667, -3.71667)"
Mafra,600.0,Fell,1941.0,-26.16667,-49.93333,"(-26.16667, -49.93333)"
Magnesia,5000.0,Fell,1899.0,37.86667,27.51667,"(37.86667, 27.51667)"
Malaga,150.0,Fell,1933.0,32.21667,-104.0,"(32.21667, -104.0)"
Malampaka,470.0,Fell,1930.0,-3.13333,33.51667,"(-3.13333, 33.51667)"
Malvern,807.0,Fell,1933.0,-29.45,26.76667,"(-29.45, 26.76667)"
Mamra Springs,1000.0,Fell,1927.0,45.21667,62.08333,"(45.21667, 62.08333)"
Manbhoom,1700.0,Fell,1863.0,23.05,86.7,"(23.05, 86.7)"
Manegaon,50.0,Fell,1843.0,20.96667,76.1,"(20.96667, 76.1)"
Mangwendi,22300.0,Fell,1934.0,-17.65,31.6,"(-17.65, 31.6)"
Manych,3555.0,Fell,1951.0,45.81667,44.63333,"(45.81667, 44.63333)"
Mardan,4500.0,Fell,1948.0,34.23333,72.08333,"(34.23333, 72.08333)"
Mariaville,340.0,Fell,1898.0,42.71667,-99.38333,"(42.71667, -99.38333)"
Maridi,3200.0,Fell,1941.0,4.66667,29.25,"(4.66667, 29.25)"
Marion (Iowa),28400.0,Fell,1847.0,41.9,-91.6,"(41.9, -91.6)"
Marjalahti,45000.0,Fell,1902.0,61.5,30.5,"(61.5, 30.5)"
Marmande,3000.0,Fell,1848.0,44.5,0.15,"(44.5, 0.15)"
Mascombes,1000.0,Fell,1836.0,45.36667,1.86667,"(45.36667, 1.86667)"
Mässing,1600.0,Fell,1803.0,48.13333,12.61667,"(48.13333, 12.61667)"
Mauerkirchen,19000.0,Fell,1768.0,48.18333,13.13333,"(48.18333, 13.13333)"
Mauritius,220.0,Fell,1801.0,-20.0,57.0,"(-20.0, 57.0)"
Mazapil,4000.0,Fell,1885.0,24.68333,-101.68333,"(24.68333, -101.68333)"
Maziba,4975.0,Fell,1942.0,-1.21667,30.0,"(-1.21667, 30.0)"
Medanitos,31.0,Fell,1953.0,-27.25,-67.5,"(-27.25, -67.5)"
Meerut,22.0,Fell,1861.0,29.01667,77.8,"(29.01667, 77.8)"
Meester-Cornelis,24750.0,Fell,1915.0,-6.23333,106.88333,"(-6.23333, 106.88333)"
Menow,10500.0,Fell,1862.0,53.18333,13.15,"(53.18333, 13.15)"
Menziswyl,28.9,Fell,1903.0,46.81867,7.21817,"(46.81867, 7.21817)"
Mern,4000.0,Fell,1878.0,55.05,12.06667,"(55.05, 12.06667)"
Meru,6000.0,Fell,1945.0,0.0,37.66667,"(0.0, 37.66667)"
Merua,71400.0,Fell,1920.0,25.48333,81.98333,"(25.48333, 81.98333)"
Messina,2405.0,Fell,1955.0,38.18333,15.56667,"(38.18333, 15.56667)"
Meuselbach,870.0,Fell,1897.0,50.58333,11.1,"(50.58333, 11.1)"
Mezel,1300.0,Fell,1949.0,45.76667,3.25,"(45.76667, 3.25)"
Mezö-Madaras,22700.0,Fell,1852.0,46.5,25.73333,"(46.5, 25.73333)"
Mhow,350.0,Fell,1827.0,25.9,83.61667,"(25.9, 83.61667)"
Middlesbrough,1600.0,Fell,1881.0,54.56667,-1.16667,"(54.56667, -1.16667)"
Mighei,8000.0,Fell,1889.0,48.06667,30.96667,"(48.06667, 30.96667)"
Mike,224.2,Fell,1944.0,46.23333,17.53333,"(46.23333, 17.53333)"
Milena,10000.0,Fell,1842.0,46.18333,16.1,"(46.18333, 16.1)"
Millbillillie,330000.0,Fell,1960.0,-26.45,120.36667,"(-26.45, 120.36667)"
Miller (Arkansas),16700.0,Fell,1930.0,35.4,-92.05,"(35.4, -92.05)"
Mineo,42.0,Fell,1826.0,37.28333,14.7,"(37.28333, 14.7)"
Min-Fan-Zhun,5500.0,Fell,1952.0,32.33333,120.66667,"(32.33333, 120.66667)"
Minnichhof,550.0,Fell,1905.0,47.7,16.6,"(47.7, 16.6)"
Mirzapur,8510.0,Fell,1910.0,25.68333,83.25,"(25.68333, 83.25)"
Misshof,5800.0,Fell,1890.0,56.66667,23.0,"(56.66667, 23.0)"
Mjelleim,100.7,Fell,1898.0,61.73333,5.93333,"(61.73333, 5.93333)"
Mocs,300000.0,Fell,1882.0,46.8,24.03333,"(46.8, 24.03333)"
Modoc (1905),35000.0,Fell,1905.0,38.5,-101.1,"(38.5, -101.1)"
Mokoia,4500.0,Fell,1908.0,-39.63333,174.4,"(-39.63333, 174.4)"
Molina,144000.0,Fell,1858.0,38.11667,-1.16667,"(38.11667, -1.16667)"
Molteno,150.0,Fell,1953.0,-31.25,26.46667,"(-31.25, 26.46667)"
Monroe,8600.0,Fell,1849.0,35.25,-80.5,"(35.25, -80.5)"
Monte das Fortes,4885.0,Fell,1950.0,38.01667,-8.25,"(38.01667, -8.25)"
Monte Milone,3130.0,Fell,1846.0,43.26667,13.35,"(43.26667, 13.35)"
Montferré,149000.0,Fell,1923.0,43.39056,1.9625,"(43.39056, 1.9625)"
Montlivault,500.0,Fell,1838.0,47.63333,1.58333,"(47.63333, 1.58333)"
Moore County,1880.0,Fell,1913.0,35.41667,-79.38333,"(35.41667, -79.38333)"
Mooresfort,3520.0,Fell,1810.0,52.45,-8.33333,"(52.45, -8.33333)"
Moorleah,8887.5,Fell,1930.0,-40.975,145.6,"(-40.975, 145.6)"
Moradabad,70.0,Fell,1808.0,28.78333,78.83333,"(28.78333, 78.83333)"
Mornans,1300.0,Fell,1875.0,44.6,5.13333,"(44.6, 5.13333)"
Moti-ka-nagla,1500.0,Fell,1868.0,26.83333,77.33333,"(26.83333, 77.33333)"
Motta di Conti,9150.0,Fell,1868.0,45.2,8.5,"(45.2, 8.5)"
Mount Browne,11300.0,Fell,1902.0,-29.8,141.7,"(-29.8, 141.7)"
Mtola,1100.0,Fell,1944.0,-11.5,33.5,"(-11.5, 33.5)"
Muddoor,4400.0,Fell,1865.0,12.63333,77.01667,"(12.63333, 77.01667)"
Mulletiwu,25.5,Fell,1795.0,9.33333,80.83333,"(9.33333, 80.83333)"
Muraid,4703.0,Fell,1924.0,24.5,90.21667,"(24.5, 90.21667)"
Murray,12600.0,Fell,1950.0,36.6,-88.1,"(36.6, -88.1)"
Nadiabondi,8165.0,Fell,1956.0,12.0,1.0,"(12.0, 1.0)"
Nagai,1810.0,Fell,1922.0,38.12167,140.06167,"(38.12167, 140.06167)"
Nagaria,20.0,Fell,1875.0,26.98333,78.21667,"(26.98333, 78.21667)"
Nagy-Borové,6100.0,Fell,1895.0,49.16667,19.5,"(49.16667, 19.5)"
Nakhla,10000.0,Fell,1911.0,31.31667,30.35,"(31.31667, 30.35)"
Nakhon Pathom,23200.0,Fell,1923.0,13.73333,100.08333,"(13.73333, 100.08333)"
Nammianthal,4500.0,Fell,1886.0,12.28333,79.2,"(12.28333, 79.2)"
Nan Yang Pao,52900.0,Fell,1917.0,35.66667,103.5,"(35.66667, 103.5)"
Nanjemoy,7500.0,Fell,1825.0,38.41667,-77.16667,"(38.41667, -77.16667)"
Naoki,17000.0,Fell,1928.0,19.25,77.0,"(19.25, 77.0)"
Narellan,367.5,Fell,1928.0,-34.05,150.68889,"(-34.05, 150.68889)"
Nassirah,347.0,Fell,1936.0,-21.73333,165.9,"(-21.73333, 165.9)"
Nawapali,105.0,Fell,1890.0,21.25,83.66667,"(21.25, 83.66667)"
Nedagolla,4500.0,Fell,1870.0,18.68333,83.48333,"(18.68333, 83.48333)"
Nerft,10250.0,Fell,1864.0,56.5,21.5,"(56.5, 21.5)"
New Concord,230000.0,Fell,1860.0,40.0,-81.76667,"(40.0, -81.76667)"
Ngawi,1393.0,Fell,1883.0,-7.45,111.41667,"(-7.45, 111.41667)"
N'Goureyma,37500.0,Fell,1900.0,13.85,-4.38333,"(13.85, -4.38333)"
Nikolaevka,3996.0,Fell,1935.0,52.45,78.63333,"(52.45, 78.63333)"
Nikolskoe,6000.0,Fell,1954.0,56.11667,37.33333,"(56.11667, 37.33333)"
Nio,467.0,Fell,1897.0,34.2,131.56667,"(34.2, 131.56667)"
N'Kandhla,17200.0,Fell,1912.0,-28.56667,30.7,"(-28.56667, 30.7)"
Nobleborough,2300.0,Fell,1823.0,44.08333,-69.48333,"(44.08333, -69.48333)"
Nogoya,4000.0,Fell,1879.0,-32.36667,-59.83333,"(-32.36667, -59.83333)"
Norfork,1050.0,Fell,1918.0,36.21667,-92.26667,"(36.21667, -92.26667)"
Norton County,1100000.0,Fell,1948.0,39.68333,-99.86667,"(39.68333, -99.86667)"
Novo-Urei,1900.0,Fell,1886.0,54.81667,46.0,"(54.81667, 46.0)"
Novy-Projekt,1001.0,Fell,1908.0,56.0,22.0,"(56.0, 22.0)"
Noyan-Bogdo,250.0,Fell,1933.0,42.91667,102.46667,"(42.91667, 102.46667)"
Nulles,5000.0,Fell,1851.0,41.63333,0.75,"(41.63333, 0.75)"
Numakai,363.0,Fell,1925.0,43.33333,141.86667,"(43.33333, 141.86667)"
Nyaung,737.6,Fell,1939.0,21.20833,94.91667,"(21.20833, 94.91667)"
Nyirábrany,1100.0,Fell,1914.0,47.55,22.025,"(47.55, 22.025)"
Ochansk,500000.0,Fell,1887.0,57.78333,55.26667,"(57.78333, 55.26667)"
Oesede,1400.0,Fell,1927.0,52.28333,8.05,"(52.28333, 8.05)"
Oesel,6000.0,Fell,1855.0,58.5,23.0,"(58.5, 23.0)"
Ofehértó,3750.0,Fell,1900.0,47.88333,22.03333,"(47.88333, 22.03333)"
Ohaba,16250.0,Fell,1857.0,46.06667,23.58333,"(46.06667, 23.58333)"
Ohuma,7700.0,Fell,1963.0,6.75,8.5,"(6.75, 8.5)"
Ojuelos Altos,5850.0,Fell,1926.0,38.18333,-5.4,"(38.18333, -5.4)"
Okabe,194.0,Fell,1958.0,36.18333,139.21667,"(36.18333, 139.21667)"
Okano,4742.0,Fell,1904.0,35.08333,135.2,"(35.08333, 135.2)"
Okniny,12000.0,Fell,1834.0,50.83333,25.5,"(50.83333, 25.5)"
Oldenburg (1930),16570.0,Fell,1930.0,52.95,8.16667,"(52.95, 8.16667)"
Olivenza,150000.0,Fell,1924.0,38.71667,-7.06667,"(38.71667, -7.06667)"
Olmedilla de Alarcón,40000.0,Fell,1929.0,39.56667,-2.1,"(39.56667, -2.1)"
Orgueil,14000.0,Fell,1864.0,43.88333,1.38333,"(43.88333, 1.38333)"
Ornans,6000.0,Fell,1868.0,47.11667,6.15,"(47.11667, 6.15)"
Orvinio,3400.0,Fell,1872.0,42.13333,12.93333,"(42.13333, 12.93333)"
Oterøy,246.0,Fell,1928.0,58.88333,9.4,"(58.88333, 9.4)"
Otomi,6510.0,Fell,1867.0,38.4,140.35,"(38.4, 140.35)"
Ottawa,840.0,Fell,1896.0,38.6,-95.21667,"(38.6, -95.21667)"
Ovambo,121.5,Fell,1900.0,-18.0,16.0,"(-18.0, 16.0)"
Oviedo,205.0,Fell,1856.0,43.4,-5.86667,"(43.4, -5.86667)"
Pacula,3400.0,Fell,1881.0,21.05,-99.3,"(21.05, -99.3)"
Padvarninkai,3858.0,Fell,1929.0,55.66667,25.0,"(55.66667, 25.0)"
Paitan,515.0,Fell,1910.0,17.74333,120.45583,"(17.74333, 120.45583)"
Palinshih,18000.0,Fell,1914.0,43.48333,118.61667,"(43.48333, 118.61667)"
Palmyra,135.0,Fell,1926.0,39.8,-91.5,"(39.8, -91.5)"
Palolo Valley,682.0,Fell,1949.0,21.3,-157.78333,"(21.3, -157.78333)"
Pampanga,10500.0,Fell,1859.0,15.08333,120.7,"(15.08333, 120.7)"
Pantar,2130.0,Fell,1938.0,8.06667,124.28333,"(8.06667, 124.28333)"
Paragould,408000.0,Fell,1930.0,36.06667,-90.5,"(36.06667, -90.5)"
Paranaiba,100000.0,Fell,1956.0,-19.13333,-51.66667,"(-19.13333, -51.66667)"
Parnallee,77600.0,Fell,1857.0,9.23333,78.35,"(9.23333, 78.35)"
Parsa,800.0,Fell,1942.0,26.2,85.4,"(26.2, 85.4)"
Pasamonte,5100.0,Fell,1933.0,36.21667,-103.4,"(36.21667, -103.4)"
Patrimonio,2121.0,Fell,1950.0,-19.53333,-48.56667,"(-19.53333, -48.56667)"
Patti,12.0,Fell,1922.0,38.13333,14.96667,"(38.13333, 14.96667)"
Patwar,37350.0,Fell,1935.0,23.15,91.18333,"(23.15, 91.18333)"
Pavlodar (stone),142.5,Fell,1938.0,52.3,77.03333,"(52.3, 77.03333)"
Pavlograd,40000.0,Fell,1826.0,48.53333,35.98333,"(48.53333, 35.98333)"
Pavlovka,2000.0,Fell,1882.0,52.03333,43.0,"(52.03333, 43.0)"
Peace River,45760.0,Fell,1963.0,56.13333,-117.93333,"(56.13333, -117.93333)"
Peckelsheim,117.8,Fell,1953.0,51.66667,9.25,"(51.66667, 9.25)"
Peña Blanca Spring,70000.0,Fell,1946.0,30.125,-103.11667,"(30.125, -103.11667)"
Peramiho,165.0,Fell,1899.0,-10.66667,35.5,"(-10.66667, 35.5)"
Perpeti,23474.0,Fell,1935.0,23.325,91.0,"(23.325, 91.0)"
Perth,2.0,Fell,1830.0,56.4,-3.43333,"(56.4, -3.43333)"
Pervomaisky,66000.0,Fell,1933.0,56.63333,39.43333,"(56.63333, 39.43333)"
Pesyanoe,3393.0,Fell,1933.0,55.5,66.08333,"(55.5, 66.08333)"
Petersburg,1800.0,Fell,1855.0,35.3,-86.63333,"(35.3, -86.63333)"
Phillips County (stone),57900.0,Fell,1901.0,40.0,-99.25,"(40.0, -99.25)"
Phu Hong,500.0,Fell,1887.0,11.25,108.58333,"(11.25, 108.58333)"
Phum Sambo,7800.0,Fell,1933.0,12.0,105.48333,"(12.0, 105.48333)"
Phuoc-Binh,11000.0,Fell,1941.0,15.71667,108.1,"(15.71667, 108.1)"
Pillistfer,23250.0,Fell,1863.0,58.66667,25.73333,"(58.66667, 25.73333)"
Piquetberg,37.0,Fell,1881.0,-32.86667,18.71667,"(-32.86667, 18.71667)"
Pirgunje,842.0,Fell,1882.0,25.8,88.45,"(25.8, 88.45)"
Pirthalla,1161.0,Fell,1884.0,29.58333,76.0,"(29.58333, 76.0)"
Pitts,3760.0,Fell,1921.0,31.95,-83.51667,"(31.95, -83.51667)"
Plantersville,2085.0,Fell,1930.0,30.7,-96.11667,"(30.7, -96.11667)"
Pnompehn,96.0,Fell,1868.0,11.58333,104.91667,"(11.58333, 104.91667)"
Pohlitz,3000.0,Fell,1819.0,50.93333,12.13333,"(50.93333, 12.13333)"
Pokhra,350.0,Fell,1866.0,26.71667,82.66667,"(26.71667, 82.66667)"
Pollen,253.6,Fell,1942.0,66.34833,14.015,"(66.34833, 14.015)"
Pontlyfni,157.0,Fell,1931.0,53.03639,-4.31944,"(53.03639, -4.31944)"
Portugal,4500.0,Fell,1796.0,38.5,-8.0,"(38.5, -8.0)"
Po-wang Chen,665.0,Fell,1933.0,31.41667,118.5,"(31.41667, 118.5)"
Prambachkirchen,2125.0,Fell,1932.0,48.3025,13.94083,"(48.3025, 13.94083)"
Pribram,5555.0,Fell,1959.0,49.66667,14.03333,"(49.66667, 14.03333)"
Pricetown,900.0,Fell,1893.0,39.11667,-83.85,"(39.11667, -83.85)"
Pulsora,560.0,Fell,1863.0,23.36667,75.18333,"(23.36667, 75.18333)"
Pultusk,250000.0,Fell,1868.0,52.76667,21.26667,"(52.76667, 21.26667)"
Punganaru,100.0,Fell,1811.0,13.33333,78.95,"(13.33333, 78.95)"
Putinga,300000.0,Fell,1937.0,-29.03333,-53.05,"(-29.03333, -53.05)"
Queen's Mercy,7000.0,Fell,1925.0,-30.11667,28.7,"(-30.11667, 28.7)"
Quenggouk,6045.0,Fell,1857.0,17.76667,95.18333,"(17.76667, 95.18333)"
Quesa,10750.0,Fell,1898.0,39.0,-0.66667,"(39.0, -0.66667)"
Quincay,65.0,Fell,1851.0,46.6,0.25,"(46.6, 0.25)"
Raco,5000.0,Fell,1957.0,-26.66667,-65.45,"(-26.66667, -65.45)"
Rakovka,9000.0,Fell,1878.0,52.98333,37.03333,"(52.98333, 37.03333)"
Ramnagar,3766.0,Fell,1940.0,26.45,82.9,"(26.45, 82.9)"
Rampurhat,100.0,Fell,1916.0,24.16667,87.76667,"(24.16667, 87.76667)"
Ramsdorf,4682.0,Fell,1958.0,51.88333,6.93333,"(51.88333, 6.93333)"
Ranchapur,290.4,Fell,1917.0,23.98333,87.08333,"(23.98333, 87.08333)"
Rancho de la Presa,300.0,Fell,1899.0,19.86667,-100.81667,"(19.86667, -100.81667)"
Rangala,3224.5,Fell,1937.0,25.38333,72.01667,"(25.38333, 72.01667)"
Raoyang,4910.0,Fell,1919.0,38.2,115.7,"(38.2, 115.7)"
Ras Tanura,6.1,Fell,1961.0,26.66667,50.15,"(26.66667, 50.15)"
Ratyn,910.0,Fell,1880.0,52.2,17.98333,"(52.2, 17.98333)"
Reliegos,17300.0,Fell,1947.0,42.475,-5.33333,"(42.475, -5.33333)"
Rembang,10000.0,Fell,1919.0,-6.73333,111.36667,"(-6.73333, 111.36667)"
Renazzo,1000.0,Fell,1824.0,44.76667,11.28333,"(44.76667, 11.28333)"
Renca,300.0,Fell,1925.0,-32.75,-65.28333,"(-32.75, -65.28333)"
Renqiu,355.0,Fell,1916.0,38.66667,116.13333,"(38.66667, 116.13333)"
Repeev Khutor,7000.0,Fell,1933.0,48.6,45.66667,"(48.6, 45.66667)"
Rewari,3332.0,Fell,1929.0,28.2,76.66667,"(28.2, 76.66667)"
Rich Mountain,668.0,Fell,1903.0,35.03333,-83.03333,"(35.03333, -83.03333)"
Uzcudun,20000.0,Fell,1948.0,-44.11667,-66.15,"(-44.11667, -66.15)"
Richardton,90000.0,Fell,1918.0,46.88333,-102.31667,"(46.88333, -102.31667)"
Richmond,1800.0,Fell,1828.0,37.46667,-77.5,"(37.46667, -77.5)"
Rio Negro,1310.0,Fell,1934.0,-26.1,-49.8,"(-26.1, -49.8)"
Rochester,340.0,Fell,1876.0,41.08333,-86.28333,"(41.08333, -86.28333)"
Rockhampton,1641.0,Fell,1895.0,-23.38333,150.51667,"(-23.38333, 150.51667)"
Roda,400.0,Fell,1871.0,42.3,0.55,"(42.3, 0.55)"
Rodach,2900.0,Fell,1775.0,50.35,10.8,"(50.35, 10.8)"
Rose City,10600.0,Fell,1921.0,44.51667,-83.95,"(44.51667, -83.95)"
Rowton,3500.0,Fell,1876.0,52.76667,-2.51667,"(52.76667, -2.51667)"
Rumuruti,67.0,Fell,1934.0,0.26667,36.53333,"(0.26667, 36.53333)"
Rupota,6000.0,Fell,1949.0,-10.26667,38.76667,"(-10.26667, 38.76667)"
Ryechki,13000.0,Fell,1914.0,51.13333,34.5,"(51.13333, 34.5)"
Sabetmahet,1250.0,Fell,1855.0,27.43333,82.08333,"(27.43333, 82.08333)"
Saint-Sauveur,14000.0,Fell,1914.0,43.73333,1.38333,"(43.73333, 1.38333)"
Sakauchi,4180.0,Fell,1913.0,35.66667,136.3,"(35.66667, 136.3)"
Salles,9000.0,Fell,1798.0,46.05,4.63333,"(46.05, 4.63333)"
Samelia,2462.0,Fell,1921.0,25.66667,74.86667,"(25.66667, 74.86667)"
San Pedro de Quiles,282.0,Fell,1956.0,-31.01667,-71.4,"(-31.01667, -71.4)"
Santa Barbara,400.0,Fell,1873.0,-29.2,-51.86667,"(-29.2, -51.86667)"
Santa Cruz,60.0,Fell,1939.0,24.16667,-99.33333,"(24.16667, -99.33333)"
Santa Isabel,5500.0,Fell,1924.0,-33.9,-61.7,"(-33.9, -61.7)"
São Jose do Rio Preto,927.0,Fell,1962.0,-20.81,-49.38056,"(-20.81, -49.38056)"
Saratov,200000.0,Fell,1918.0,52.55,46.55,"(52.55, 46.55)"
Sauguis,4000.0,Fell,1868.0,43.15,-0.85,"(43.15, -0.85)"
Savtschenskoje,2500.0,Fell,1894.0,47.21667,29.86667,"(47.21667, 29.86667)"
Sazovice,412.0,Fell,1934.0,49.23333,17.56667,"(49.23333, 17.56667)"
Schönenberg,8000.0,Fell,1846.0,48.11667,10.46667,"(48.11667, 10.46667)"
Searsmont,5400.0,Fell,1871.0,44.36667,-69.2,"(44.36667, -69.2)"
Sediköy,240.0,Fell,1917.0,38.3,27.13333,"(38.3, 27.13333)"
Segowlie,6930.0,Fell,1853.0,26.75,84.78333,"(26.75, 84.78333)"
Selakopi,1590.0,Fell,1939.0,-7.23333,107.33333,"(-7.23333, 107.33333)"
Seldebourak,150.0,Fell,1947.0,22.83333,4.98333,"(22.83333, 4.98333)"
Semarkona,691.0,Fell,1940.0,22.25,79.0,"(22.25, 79.0)"
Sena,4000.0,Fell,1773.0,41.71667,-0.05,"(41.71667, -0.05)"
Seres,8500.0,Fell,1818.0,41.05,23.56667,"(41.05, 23.56667)"
Serra de Magé,1800.0,Fell,1923.0,-8.38333,-36.76667,"(-8.38333, -36.76667)"
Sete Lagoas,350.0,Fell,1908.0,-19.46667,-44.21667,"(-19.46667, -44.21667)"
Sevilla,180.0,Fell,1862.0,37.41667,-6.0,"(37.41667, -6.0)"
Sevrukovo,101000.0,Fell,1874.0,50.61667,36.6,"(50.61667, 36.6)"
Shalka,4000.0,Fell,1850.0,23.1,87.3,"(23.1, 87.3)"
Sharps,1265.0,Fell,1921.0,37.83333,-76.7,"(37.83333, -76.7)"
Shelburne,18600.0,Fell,1904.0,44.05,-80.16667,"(44.05, -80.16667)"
Shergotty,5000.0,Fell,1865.0,24.55,84.83333,"(24.55, 84.83333)"
Shikarpur,3679.7,Fell,1921.0,25.85,87.5775,"(25.85, 87.5775)"
Shupiyan,5000.0,Fell,1912.0,33.71667,74.83333,"(33.71667, 74.83333)"
Shytal,3200.0,Fell,1863.0,24.33333,90.16667,"(24.33333, 90.16667)"
Siena,3700.0,Fell,1794.0,43.11667,11.6,"(43.11667, 11.6)"
Sikhote-Alin,23000000.0,Fell,1947.0,46.16,134.65333,"(46.16, 134.65333)"
Silistra,0.15,Fell,1917.0,44.11667,27.26667,"(44.11667, 27.26667)"
Simmern,1222.0,Fell,1920.0,49.98333,7.53333,"(49.98333, 7.53333)"
Sinai,1455.0,Fell,1916.0,30.9,32.48333,"(30.9, 32.48333)"
Sindhri,8400.0,Fell,1901.0,26.21667,69.55,"(26.21667, 69.55)"
Sinnai,2000.0,Fell,1956.0,39.3,9.2,"(39.3, 9.2)"
Sioux County,4100.0,Fell,1933.0,42.58333,-103.66667,"(42.58333, -103.66667)"
Sitathali,1600.0,Fell,1875.0,20.91667,82.58333,"(20.91667, 82.58333)"
Ski,850.0,Fell,1848.0,59.73333,10.86667,"(59.73333, 10.86667)"
Slavetic,1708.0,Fell,1868.0,45.68333,15.6,"(45.68333, 15.6)"
Slobodka,2750.0,Fell,1818.0,55.0,35.0,"(55.0, 35.0)"
Soheria,72.9,Fell,1960.0,27.13333,84.06667,"(27.13333, 84.06667)"
Soko-Banja,80000.0,Fell,1877.0,43.66667,21.86667,"(43.66667, 21.86667)"
Sologne,54.0,Fell,1860.0,47.36667,1.73333,"(47.36667, 1.73333)"
Sone,17100.0,Fell,1866.0,35.16667,135.33333,"(35.16667, 135.33333)"
Sopot,958.0,Fell,1927.0,44.41667,23.5,"(44.41667, 23.5)"
Soroti,2050.0,Fell,1945.0,1.7,33.63333,"(1.7, 33.63333)"
St. Caprais-de-Quinsac,360.0,Fell,1883.0,44.75,0.05,"(44.75, 0.05)"
St. Christophe-la-Chartreuse,5500.0,Fell,1841.0,46.95,-1.5,"(46.95, -1.5)"
St. Denis Westrem,700.0,Fell,1855.0,51.05,3.75,"(51.05, 3.75)"
St. Germain-du-Pinel,4000.0,Fell,1890.0,48.01667,-1.15,"(48.01667, -1.15)"
St. Louis,1000.0,Fell,1950.0,38.7,-90.23333,"(38.7, -90.23333)"
St. Mark's,13780.0,Fell,1903.0,-32.01667,27.41667,"(-32.01667, 27.41667)"
St. Mary's County,24.3,Fell,1919.0,38.16667,-76.38333,"(38.16667, -76.38333)"
